"Review_ID","Restaurant_ID","Review_Text","Review_Rating"
"233","8","Mind-blowing experience! Will definitely come back.","5"
"234","8","壽司超級新鮮，入口即化！","4"
"235","8","普通の居酒屋。次はないかも。","3"
"236","8","味は悪くないけど、特別おすすめするほどでもない。","3"
"237","8","Best ramen I've had in Japan. The broth was perfect.","3"
"238","8","Excellent food and friendly staff. Highly recommend!","4"
"239","8","食材新鮮，口味道地，很滿意。","4"
"240","8","Best restaurant in Kyoto, hands down!","5"
"241","9","服務還可以，食物表現平平。","3"
"242","9","Decent place for a quick meal.","3"
"243","9","壽司超級新鮮，入口即化！","3"
"244","9","串燒烤得恰到好處，調味完美。","4"
"245","9","Not bad, but there are better options in the area.","3"
"246","9","服務人員很專業，料理水準穩定。","4"
"247","9","Service was a bit slow, but food was acceptable.","3"
"248","9","Tonkatsu was crispy outside, juicy inside.","3"
"249","9","料理のクオリティが高く、満足しました。","4"
"250","9","普通の居酒屋。次はないかも。","3"
"251","9","The kaiseki course was a work of art.","4"
"252","9","The food was alright, reasonably priced.","3"
"253","9","完全超出預期，CP值爆表！","5"
"254","9","ラーメンのスープが絶品。今まで食べた中で一番美味しい。","3"
"255","9","The food was alright, reasonably priced.","3"
"256","9","服務還可以，食物表現平平。","3"
"257","9","焼き鳥が絶妙な焼き加減。味付けも最高。","5"
"258","9","食物水準中等，價格還算可以。","3"
"259","9","Average experience, food was decent but not exceptional.","3"
"260","9","Really enjoyed our meal here. Solid choice!","4"
"261","9","新鮮な食材を使った本格的な味。","4"
"262","9","清酒種類豐富，侍酒師推薦得很專業。","4"
"263","9","Really enjoyed our meal here. Solid choice!","4"
"264","9","食物水準中等，價格還算可以。","3"
"265","9","食物水準中等，價格還算可以。","3"
"266","9","Tonkatsu was crispy outside, juicy inside.","3"
"267","9","Fair quality, might come back if in the area.","3"
"268","9","服務還可以，食物表現平平。","3"
"269","9","服務人員很專業，料理水準穩定。","4"
"270","9","The sushi was incredibly fresh and melted in my mouth!","5"
"271","10","可以試試看，但不會特別推薦。","3"
"272","10","Mind-blowing experience! Will definitely come back.","5"
"273","10","Beyond expectations! Worth every penny.","5"
"274","10","Impressive quality and presentation.","4"
"275","10","份量適中，口味中規中矩。","3"
"276","10","とんかつが外はサクサク、中はジューシー。","4"
"277","10","お好み焼きが本格的で、具材もたっぷり。","5"
"278","10","とても美味しかったです。また来たいと思います。","4"
"279","10","最高の体験でした！また絶対に来ます。","5"
"280","10","Yakitori was grilled perfectly with great seasoning.","5"
"281","10","値段に見合った素晴らしい料理でした。","4"
"282","10","とても美味しかったです。また来たいと思います。","4"
"283","10","Beyond expectations! Worth every penny.","5"
"284","10","料理精緻好吃，服務態度親切，值得推薦。","4"
"285","10","料理のクオリティが高く、満足しました。","4"
"286","10","Lovely place with a cozy ambiance.","4"
"287","10","雰囲気が良くて、料理も美味しい。おすすめです。","4"
"288","10","豬排外酥內嫩，醬汁也很搭。","5"
"289","10","Average experience, food was decent but not exceptional.","3"
"290","10","服務人員很專業，料理水準穩定。","4"
"291","10","Really enjoyed our meal here. Solid choice!","4"
"292","10","サービスも丁寧で、居心地が良かったです。","4"
"293","10","Very good! Just a few minor details could be improved.","4"
"294","10","The chef is a true artist. Every dish was a masterpiece.","5"
"295","10","The kaiseki course was a work of art.","5"
"296","10","お好み焼きが本格的で、具材もたっぷり。","3"
"297","10","The kaiseki course was a work of art.","4"
"298","10","Tonkatsu was crispy outside, juicy inside.","4"
"299","10","言葉にできないほど美味しかった！感動しました。","5"
"300","10","品質很好，價格合理，CP值高。","4"
"301","11","天ぷらがサクサクで、油っぽくない。","3"
"302","11","値段に見合った素晴らしい料理でした。","4"
"303","11","Middle of the road. Nothing to complain about.","3"
"304","11","Great dining experience, will definitely return.","4"
"305","11","可もなく不可もなく。値段相応かな。","3"
"306","11","味は悪くないけど、特別おすすめするほどでもない。","3"
"307","11","Fair quality, might come back if in the area.","3"
"308","11","普通的餐廳，沒有特別驚艷。","3"
"309","11","食物水準中等，價格還算可以。","3"
"310","11","Lovely place with a cozy ambiance.","4"
"311","11","期待以上でした。全ての料理が絶品です。","5"
"312","11","食材新鮮，口味道地，很滿意。","4"
"313","11","普通的餐廳，沒有特別驚艷。","3"
"314","11","Not bad, but there are better options in the area.","3"
"315","11","和牛品質極佳，口感軟嫩多汁。","5"
"316","11","可以試試看，但不會特別推薦。","3"
"317","11","京都に来たら必ず訪れるべきお店。強くおすすめします！","5"
"318","11","普通の居酒屋。次はないかも。","3"
"319","11","拉麵湯頭濃郁，是我喝過最好喝的。","5"
"320","11","雰囲気も味も最高！特別な日にぴったりです。","5"
"321","11","新鮮な食材を使った本格的な味。","4"
"322","11","Best ramen I've had in Japan. The broth was perfect.","3"
"323","11","焼き鳥が絶妙な焼き加減。味付けも最高。","4"
"324","11","環境優雅，適合朋友聚餐或約會。","4"
"325","11","食物水準中等，價格還算可以。","3"
"326","11","沒有太大驚喜，也沒什麼缺點。","3"
"327","11","Really enjoyed our meal here. Solid choice!","4"
"328","11","份量適中，口味中規中矩。","3"
"329","11","It was okay. Nothing particularly memorable.","3"
"330","11","It was okay. Nothing particularly memorable.","3"
"331","12","氣氛很棒，料理也很有特色。","4"
"332","12","超越期待！這是我在京都吃過最好的餐廳。","5"
"333","12","從裝潢到料理都無懈可擊，讚不絕口。","5"
"334","12","完全超出預期，CP值爆表！","5"
"335","12","沒有太大驚喜，也沒什麼缺點。","3"
"336","12","Lovely place with a cozy ambiance.","4"
"337","12","環境優雅，適合朋友聚餐或約會。","4"
"338","12","とんかつが外はサクサク、中はジューシー。","4"
"339","12","雰囲気も味も最高！特別な日にぴったりです。","5"
"340","12","清酒種類豐富，侍酒師推薦得很專業。","4"
"341","12","Middle of the road. Nothing to complain about.","3"
"342","12","Not bad, but there are better options in the area.","3"
"343","12","値段に見合った素晴らしい料理でした。","4"
"344","12","とても美味しかったです。また来たいと思います。","4"
"345","12","The kaiseki course was a work of art.","4"
"346","12","完全超出預期，CP值爆表！","5"
"347","12","食材新鮮，口味道地，很滿意。","4"
"348","12","最高の体験でした！また絶対に来ます。","5"
"349","12","料理のクオリティが高く、満足しました。","4"
"350","12","Excellent food and friendly staff. Highly recommend!","4"
"351","12","The okonomiyaki was authentic and delicious.","3"
"352","12","Great value for money, portions were generous.","4"
"353","12","完璧な料理と素晴らしいサービス。京都で一番好きなお店です。","5"
"354","12","Great value for money, portions were generous.","4"
"355","12","Impressive quality and presentation.","4"
"356","12","懷石料理每一道都很精緻，視覺與味覺的雙重享受。","3"
"357","12","服務還可以，食物表現平平。","3"
"358","12","The food was fantastic, service was prompt.","4"
"359","12","とても美味しかったです。また来たいと思います。","4"
"360","12","新鮮な食材を使った本格的な味。","4"
"361","13","Great sake selection, staff helped us choose perfectly.","3"
"362","13","サービスも丁寧で、居心地が良かったです。","4"
"363","13","Average experience, food was decent but not exceptional.","3"
"364","13","Best ramen I've had in Japan. The broth was perfect.","4"
"365","13","Very good! Just a few minor details could be improved.","4"
"366","13","可以試試看，但不會特別推薦。","3"
"367","13","可もなく不可もなく。値段相応かな。","3"
"368","13","Impressive quality and presentation.","4"
"369","13","可以試試看，但不會特別推薦。","3"
"370","13","まあまあですね。期待していたほどではなかった。","3"
"371","13","Service was a bit slow, but food was acceptable.","3"
"372","13","份量適中，口味中規中矩。","3"
"373","13","普通でした。特に印象に残るものはありませんでした。","3"
"374","13","Decent place for a quick meal.","3"
"375","13","普通でした。特に印象に残るものはありませんでした。","3"
"376","13","The food was fantastic, service was prompt.","4"
"377","13","很棒的餐廳！食物美味，環境舒適。","4"
"378","13","普通でした。特に印象に残るものはありませんでした。","3"
"379","13","天ぷらがサクサクで、油っぽくない。","3"
"380","13","とても美味しかったです。また来たいと思います。","4"
"381","13","品質很好，價格合理，CP值高。","4"
"382","13","Really enjoyed our meal here. Solid choice!","4"
"383","13","The food was alright, reasonably priced.","3"
"384","13","抹茶甜點超級好吃，不會太甜。","4"
"385","13","環境還不錯，但料理表現普通。","3"
"386","13","懷石料理每一道都很精緻，視覺與味覺的雙重享受。","4"
"387","13","完璧な料理と素晴らしいサービス。京都で一番好きなお店です。","5"
"388","13","Not bad, but there are better options in the area.","3"
"389","13","Wonderful atmosphere and delicious dishes.","4"
"390","13","和牛のクオリティが素晴らしい。柔らかくてジューシー。","4"
"391","14","Five stars aren't enough for this place!","5"
"392","14","超越期待！這是我在京都吃過最好的餐廳。","5"
"393","14","料理精緻美味，服務貼心周到，值得五顆星！","5"
"394","14","太棒了！強烈推薦給所有來京都的朋友。","5"
"395","14","Beyond expectations! Worth every penny.","5"
"396","14","抹茶甜點超級好吃，不會太甜。","4"
"397","14","完全超出預期，CP值爆表！","5"
"398","14","京都第一名餐廳！必須二訪三訪。","5"
"399","14","Lovely place with a cozy ambiance.","4"
"400","14","素晴らしい！職人の技術が光る一品一品。","5"
"401","14","Mind-blowing experience! Will definitely come back.","5"
"402","14","無可挑剔！服務、環境、食物都是一流水準。","5"
"403","14","期待以上でした。全ての料理が絶品です。","5"
"404","14","とんかつが外はサクサク、中はジューシー。","4"
"405","14","完璧な料理と素晴らしいサービス。京都で一番好きなお店です。","5"
"406","14","無可挑剔！服務、環境、食物都是一流水準。","5"
"407","14","Great dining experience, will definitely return.","4"
"408","14","氣氛很棒，料理也很有特色。","4"
"409","14","服務人員很專業，料理水準穩定。","4"
"410","14","清酒種類豐富，侍酒師推薦得很專業。","5"
"411","14","The sushi was incredibly fresh and melted in my mouth!","5"
"412","14","和牛のクオリティが素晴らしい。柔らかくてジューシー。","4"
"413","14","氣氛很棒，料理也很有特色。","4"
"414","14","雰囲気も味も最高！特別な日にぴったりです。","5"
"415","14","完全超出預期，CP值爆表！","5"
"416","14","Beautiful presentation and authentic flavors.","4"
"417","14","Best restaurant in Kyoto, hands down!","5"
"418","14","完璧な料理と素晴らしいサービス。京都で一番好きなお店です。","5"
"419","14","Absolutely phenomenal! One of the best meals I've ever had.","5"
"420","14","服務人員很專業，料理水準穩定。","4"
"421","15","份量適中，口味中規中矩。","3"
"422","15","まあまあですね。期待していたほどではなかった。","3"
"423","15","サービスも丁寧で、居心地が良かったです。","4"
"424","15","Impressive quality and presentation.","4"
"425","15","It was okay. Nothing particularly memorable.","3"
"426","15","新鮮な食材を使った本格的な味。","4"
"427","15","Impressive quality and presentation.","4"
"428","15","味は悪くないけど、特別おすすめするほどでもない。","3"
"429","15","可もなく不可もなく。値段相応かな。","3"
"430","15","Excellent food and friendly staff. Highly recommend!","4"
"431","15","環境還不錯，但料理表現普通。","3"
"432","15","完美的用餐體驗！每一道菜都令人驚艷。","5"
"433","15","豬排外酥內嫩，醬汁也很搭。","4"
"434","15","Middle of the road. Nothing to complain about.","3"
"435","15","The matcha dessert was heavenly!","4"
"436","15","The kaiseki course was a work of art.","3"
"437","15","抹茶デザートが絶品！甘さ控えめで完璧。","4"
"438","15","普通の居酒屋。次はないかも。","3"
"439","15","Average experience, food was decent but not exceptional.","3"
"440","15","焼き鳥が絶妙な焼き加減。味付けも最高。","4"
"441","15","品質很好，價格合理，CP值高。","4"
"442","15","服務還可以，食物表現平平。","3"
"443","15","料理品質不如預期，價格偏貴。","2"
"444","15","有點失望，CP值不高。","2"
"445","15","お寿司が新鮮で、口の中でとろけました！","2"
"446","15","環境還不錯，但料理表現普通。","3"
"447","15","普通的餐廳，沒有特別驚艷。","3"
"448","15","Beautiful presentation and authentic flavors.","4"
"449","15","It was okay. Nothing particularly memorable.","3"
"450","15","壽司超級新鮮，入口即化！","4"
"451","16","サービスも丁寧で、居心地が良かったです。","4"
"452","16","Incredible atmosphere and world-class cuisine.","5"
"453","16","Absolutely phenomenal! One of the best meals I've ever had.","5"
"454","16","普通でした。特に印象に残るものはありませんでした。","3"
"455","16","環境優雅，適合朋友聚餐或約會。","4"
"456","16","可以試試看，但不會特別推薦。","3"
"457","16","Great value for money, portions were generous.","4"
"458","16","Not bad, but there are better options in the area.","3"
"459","16","Great sake selection, staff helped us choose perfectly.","4"
"460","16","Impressive quality and presentation.","4"
"461","16","日本酒の種類が豊富で、ソムリエの説明も丁寧。","5"
"462","16","Excellent food and friendly staff. Highly recommend!","4"
"463","16","服務還可以，食物表現平平。","3"
"464","16","豬排外酥內嫩，醬汁也很搭。","3"
"465","16","雰囲気が良くて、料理も美味しい。おすすめです。","4"
"466","16","環境還不錯，但料理表現普通。","3"
"467","16","Fair quality, might come back if in the area.","3"
"468","16","料理のクオリティが高く、満足しました。","4"
"469","16","Great value for money, portions were generous.","4"
"470","16","Absolutely phenomenal! One of the best meals I've ever had.","5"
"471","16","味は悪くないけど、特別おすすめするほどでもない。","3"
"472","16","普通の居酒屋。次はないかも。","3"
"473","16","太棒了！強烈推薦給所有來京都的朋友。","5"
"474","16","天ぷらがサクサクで、油っぽくない。","4"
"475","16","The matcha dessert was heavenly!","4"
"476","16","懷石料理每一道都很精緻，視覺與味覺的雙重享受。","3"
"477","16","完全超出預期，CP值爆表！","5"
"478","16","整體表現優秀，會想再來光顧。","4"
"479","16","まあまあですね。期待していたほどではなかった。","3"
"480","16","Lovely place with a cozy ambiance.","4"
"481","17","This place deserves all the praise. Simply exceptional!","5"
"482","17","とんかつが外はサクサク、中はジューシー。","3"
"483","17","ラーメンのスープが絶品。今まで食べた中で一番美味しい。","4"
"484","17","Decent place for a quick meal.","3"
"485","17","The tempura was crispy and not oily at all.","3"
"486","17","The food was alright, reasonably priced.","3"
"487","17","服務還可以，食物表現平平。","3"
"488","17","Very good! Just a few minor details could be improved.","4"
"489","17","Lovely place with a cozy ambiance.","4"
"490","17","環境吵雜，用餐體驗不太好。","2"
"491","17","可以試試看，但不會特別推薦。","3"
"492","17","素晴らしい！職人の技術が光る一品一品。","5"
"493","17","Amazing wagyu beef, cooked to perfection.","4"
"494","17","拉麵湯頭濃郁，是我喝過最好喝的。","4"
"495","17","和牛のクオリティが素晴らしい。柔らかくてジューシー。","3"
"496","17","Great sake selection, staff helped us choose perfectly.","4"
"497","17","期待外れでした。値段が高すぎる。","2"
"498","17","份量適中，口味中規中矩。","3"
"499","17","普通でした。特に印象に残るものはありませんでした。","3"
"500","17","Average experience, food was decent but not exceptional.","3"
"501","17","新鮮な食材を使った本格的な味。","4"
"502","17","味は悪くないけど、特別おすすめするほどでもない。","3"
"503","17","とても美味しかったです。また来たいと思います。","4"
"504","17","雰囲気が良くて、料理も美味しい。おすすめです。","4"
"505","17","期待外れでした。値段が高すぎる。","2"
"506","17","環境優雅，適合朋友聚餐或約會。","4"
"507","17","食物水準中等，價格還算可以。","3"
"508","17","環境優雅，適合朋友聚餐或約會。","4"
"509","17","ラーメンのスープが絶品。今まで食べた中で一番美味しい。","5"
"510","17","The food was fantastic, service was prompt.","4"
"511","18","Very good! Just a few minor details could be improved.","4"
"512","18","お好み焼きが本格的で、具材もたっぷり。","3"
"513","18","天婦羅炸得剛剛好，完全不油膩。","2"
"514","18","Impressive quality and presentation.","4"
"515","18","焼き鳥が絶妙な焼き加減。味付けも最高。","3"
"516","18","普通でした。特に印象に残るものはありませんでした。","3"
"517","18","普通でした。特に印象に残るものはありませんでした。","3"
"518","18","Decent place for a quick meal.","3"
"519","18","Great value for money, portions were generous.","4"
"520","18","抹茶デザートが絶品！甘さ控えめで完璧。","4"
"521","18","The sushi was incredibly fresh and melted in my mouth!","4"
"522","18","服務態度需要改進，等待時間太長。","2"
"523","18","環境還不錯，但料理表現普通。","3"
"524","18","The food was fantastic, service was prompt.","4"
"525","18","It was okay. Nothing particularly memorable.","3"
"526","18","完全超出預期，CP值爆表！","5"
"527","18","Tonkatsu was crispy outside, juicy inside.","5"
